CustomerId,Country,SupportRepId,TotalSpent,NumInvoices,NumTracks,AvgInvoiceValue,FavoriteGenre,FirstPurchase,LastPurchase,RecencyDays,TenureDays,RecencyScore
301,Brazil,4,8.68,6,8,1.45,Metal,2018-11-18,2021-01-30,1431,804,2
302,India,5,27.94,6,21,4.66,Classical,2018-03-13,2020-08-08,1606,879,2
303,Czech Republic,5,9.46,1,9,9.46,Rock,2022-08-28,2024-06-16,198,658,0
304,Ireland,5,6.73,3,7,2.24,Rock,2019-12-04,2022-05-13,963,891,2
305,Germany,3,20.18,2,20,10.09,Alternative & Punk,2021-08-20,2023-03-26,646,583,1
306,Brazil,4,11.55,4,11,2.89,Rock,2021-02-20,2023-11-27,400,1010,1
307,Norway,5,10.51,3,8,3.5,Classical,2018-07-29,2020-01-11,1816,531,2
308,USA,3,22.59,5,22,4.52,Latin,2018-11-12,2021-10-15,1173,1068,2
309,USA,5,16.21,7,16,2.32,Rock,2021-04-24,2024-04-08,267,1080,0
310,USA,4,29.13,6,29,4.85,Rock,2018-01-27,2021-01-18,1443,1087,2
311,United Kingdom,4,24.28,4,20,6.07,Jazz,2019-06-05,2022-03-15,1022,1014,2
312,Canada,4,34.85,11,33,3.17,Rock,2022-03-15,2024-12-09,22,1000,0
313,Canada,4,26.44,7,23,3.78,Blues,2019-07-01,2022-01-06,1090,920,2
314,Brazil,5,15.15,2,15,7.57,Rock,2022-01-09,2023-09-22,466,621,1
315,Brazil,5,32.5,8,31,4.06,Pop,2018-06-13,2020-11-13,1509,884,2
316,Canada,4,6.34,2,6,3.17,Latin,2019-10-10,2022-05-11,965,944,2
317,Canada,5,7.34,3,7,2.45,Rock,2020-06-13,2022-02-03,1062,600,2
318,USA,5,11.8,1,11,11.8,Rock,2018-09-25,2020-08-07,1607,682,2
319,Germany,3,20.19,5,20,4.04,Hip Hop/Rap,2018-07-14,2021-04-02,1369,993,2
320,United Kingdom,3,11.61,4,11,2.9,Rock,2022-03-21,2023-07-26,524,492,1
321,USA,4,10.52,4,10,2.63,Latin,2018-04-08,2020-10-30,1523,936,2
322,Czech Republic,3,8.19,3,8,2.73,Rock,2019-03-09,2022-01-02,1094,1030,2
323,Czech Republic,4,9.25,4,8,2.31,Blues,2021-09-09,2024-05-26,219,990,0
324,Canada,4,45.07,13,44,3.47,Pop,2020-06-24,2023-04-12,629,1022,1
325,USA,5,18.36,4,14,4.59,Classical,2019-07-08,2021-12-22,1105,898,2
326,Czech Republic,3,21.01,5,20,4.2,Rock,2018-08-14,2021-08-12,1237,1094,2
327,Austria,5,28.19,7,27,4.03,Metal,2021-04-04,2023-12-10,387,980,1
328,France,4,38.91,10,38,3.89,Rock,2018-01-04,2020-04-28,1708,845,2
329,USA,3,1.1,1,1,1.1,Latin,2018-11-19,2020-03-14,1753,481,2
330,United Kingdom,3,26.98,6,26,4.5,Latin,2017-04-28,2020-02-13,1783,1021,2
331,France,5,15.99,7,13,2.28,Jazz,2021-03-21,2024-03-20,286,1095,0
332,Germany,4,41.12,12,40,3.43,Rock,2017-08-16,2020-03-20,1747,947,2
333,USA,3,34.46,9,33,3.83,Rock,2019-06-09,2021-10-29,1159,873,2
334,Denmark,3,31.88,6,30,5.31,Metal,2020-06-18,2023-05-28,583,1074,1
335,Canada,4,2.25,1,2,2.25,Rock,2019-07-13,2022-05-12,964,1034,2
336,United Kingdom,3,22.26,9,20,2.47,Blues,2022-04-12,2024-11-29,32,962,0
337,Netherlands,4,75.32,15,73,5.02,Pop,2020-09-05,2023-07-15,535,1043,1
338,USA,3,57.73,20,46,2.89,Jazz,2019-07-05,2022-06-06,939,1067,2
339,Canada,4,32.34,10,31,3.23,Rock,2017-11-11,2020-05-04,1702,905,2
340,Netherlands,3,74.69,20,73,3.73,Rock,2020-02-24,2023-02-06,694,1078,1
341,Germany,5,29.8,5,29,5.96,Rock,2018-06-09,2021-04-27,1344,1053,2
342,Austria,4,21.4,9,21,2.38,Pop,2019-12-22,2022-11-29,763,1073,2
343,Germany,5,26.19,9,25,2.91,Rock,2022-01-15,2024-04-19,256,825,0
344,France,4,28.03,8,22,3.5,Jazz,2018-11-22,2021-09-11,1207,1024,2
345,USA,3,32.16,10,31,3.22,Metal,2019-03-13,2022-02-22,1043,1077,2
346,Denmark,4,11.63,6,11,1.94,Rock,2021-10-24,2023-07-29,521,643,1
347,Portugal,3,37.47,6,36,6.24,Rock,2021-10-24,2024-08-16,137,1027,0
348,Canada,4,64.54,20,62,3.23,Metal,2018-05-02,2021-04-07,1364,1071,2
349,Brazil,5,20.23,3,20,6.74,Pop,2022-05-07,2024-03-19,287,682,0
350,USA,5,7.46,2,7,3.73,Rock,2021-08-22,2023-11-07,420,807,1
351,India,4,31.24,9,30,3.47,Rock,2018-08-05,2021-08-02,1247,1093,2
352,USA,5,27.0,9,26,3.0,Rock,2020-02-13,2022-11-04,788,995,2
353,Brazil,5,7.1,4,7,1.78,Latin,2021-06-18,2023-11-06,421,871,1
354,Canada,3,8.3,5,8,1.66,Rock,2019-01-09,2022-01-01,1095,1088,2
355,Canada,5,6.47,2,5,3.24,Classical,2021-08-31,2024-08-07,146,1072,0
356,Norway,5,56.74,17,55,3.34,Rock,2021-03-09,2024-01-25,341,1052,0
357,United Kingdom,4,46.15,10,44,4.62,Rock,2020-05-31,2023-03-02,670,1005,1
358,Germany,3,11.56,3,10,3.85,Blues,2019-03-06,2021-10-27,1161,966,2
359,Czech Republic,4,30.24,13,29,2.33,Rock,2021-05-30,2023-12-30,367,944,1
360,India,5,20.37,10,20,2.04,Latin,2020-05-26,2022-11-13,779,901,2
361,USA,5,9.24,4,9,2.31,Reggae,2020-04-24,2022-01-12,1084,628,2
362,USA,4,7.61,2,7,3.8,Rock,2019-05-18,2020-10-30,1523,531,2
363,United Kingdom,5,35.31,11,34,3.21,Alternative & Punk,2018-10-26,2021-10-05,1183,1075,2
364,Italy,3,52.32,11,46,4.76,R&B/Soul,2020-12-08,2023-11-13,414,1070,1
365,Brazil,3,4.16,2,4,2.08,Rock,2021-11-04,2024-04-06,269,884,0
366,Norway,3,76.93,16,74,4.81,Rock,2021-04-21,2024-04-11,264,1086,0
367,Canada,5,77.42,14,74,5.53,Alternative & Punk,2018-06-26,2021-06-17,1293,1087,2
368,USA,4,19.98,2,19,9.99,Rock,2018-07-21,2020-05-21,1685,670,2
369,USA,5,47.99,16,42,3.0,Blues,2021-09-03,2024-07-26,158,1057,0
370,Norway,3,0.9,1,1,0.9,Rock,2023-07-02,2024-05-29,216,332,0
371,USA,4,31.22,8,30,3.9,Latin,2022-01-30,2024-09-19,103,963,0
372,Germany,5,20.25,9,19,2.25,Rock,2018-06-18,2020-09-22,1561,827,2
373,Other,5,5.02,1,5,5.02,Rock,2018-11-09,2020-03-10,1757,487,2
374,United Kingdom,5,24.2,8,18,3.03,Classical,2019-05-23,2022-04-10,996,1053,2
375,USA,4,38.6,10,37,3.86,Metal,2017-11-04,2020-09-15,1568,1046,2
376,Czech Republic,3,25.29,7,20,3.61,Jazz,2021-06-02,2024-02-11,324,984,0
377,USA,4,15.01,5,14,3.0,Rock,2020-04-19,2022-12-09,753,964,2
378,USA,4,35.02,9,28,3.89,Jazz,2021-04-28,2024-04-02,273,1070,0
379,Germany,3,23.97,6,18,3.99,Classical,2020-11-11,2023-03-24,648,863,1
380,USA,4,42.12,13,41,3.24,Latin,2019-06-11,2022-01-04,1092,938,2
381,Canada,3,7.78,1,7,7.78,Latin,2021-07-30,2022-02-27,1038,212,2
382,Canada,3,11.83,2,9,5.91,Classical,2021-07-16,2023-01-27,704,560,1
383,Chile,4,23.9,3,20,7.97,R&B/Soul,2022-03-29,2024-09-12,110,898,0
384,Canada,3,53.59,18,51,2.98,Metal,2017-09-11,2020-07-16,1629,1039,2
385,France,3,38.57,11,32,3.51,Jazz,2021-12-13,2024-10-01,91,1023,0
386,France,3,58.82,12,51,4.9,R&B/Soul,2019-12-10,2022-11-05,787,1061,2
387,Brazil,3,5.13,1,5,5.13,Rock,2020-09-30,2021-09-20,1198,355,2
388,USA,3,26.11,8,25,3.26,Hip Hop/Rap,2021-09-06,2024-08-14,139,1073,0
389,Portugal,4,3.04,3,3,1.01,Reggae,2022-01-29,2023-10-25,433,634,1
390,France,3,22.66,5,20,4.53,R&B/Soul,2021-11-04,2024-07-30,154,999,0
391,Norway,3,18.39,5,18,3.68,Reggae,2020-03-16,2023-02-10,690,1061,1
392,Germany,4,3.11,1,3,3.11,Pop,2023-06-01,2024-10-26,66,513,0
393,United Kingdom,3,6.06,1,6,6.06,Latin,2018-10-20,2021-08-20,1229,1035,2
394,USA,5,5.15,3,5,1.72,Rock,2019-11-01,2021-08-12,1237,650,2
395,USA,4,29.59,8,28,3.7,Pop,2018-01-16,2020-03-19,1748,793,2
396,Hungary,3,36.83,7,35,5.26,Latin,2019-11-05,2022-06-03,942,941,2
397,Hungary,5,10.59,5,10,2.12,Alternative & Punk,2019-12-09,2022-06-03,942,907,2
398,Canada,4,23.88,6,21,3.98,Blues,2018-10-19,2021-10-09,1179,1086,2
399,France,5,24.21,9,23,2.69,Metal,2019-09-01,2022-04-19,987,961,2
400,Austria,5,31.03,10,25,3.1,Jazz,2019-01-09,2021-10-18,1170,1013,2
401,Portugal,4,20.92,6,20,3.49,Rock,2019-01-04,2021-11-18,1139,1049,2
402,Ireland,3,25.43,10,24,2.54,Rock,2021-07-19,2024-02-17,318,943,0
403,Canada,5,14.52,5,13,2.9,R&B/Soul,2019-04-05,2021-01-22,1439,658,2
404,Portugal,3,73.11,20,70,3.66,Rock,2017-07-24,2020-05-12,1694,1023,2
405,Brazil,4,25.63,10,24,2.56,Rock,2019-09-02,2022-05-04,972,975,2
406,India,4,34.72,7,28,4.96,Jazz,2022-02-05,2024-10-02,90,970,0
407,Brazil,3,46.73,17,45,2.75,Reggae,2019-12-13,2022-07-03,912,933,2
408,USA,3,21.02,7,19,3.0,R&B/Soul,2019-11-17,2022-09-07,846,1025,2
409,France,3,11.67,4,11,2.92,Rock,2020-08-27,2023-07-09,541,1046,1
410,Portugal,3,5.91,3,5,1.97,Blues,2018-11-12,2021-01-13,1448,793,2
411,India,5,38.11,10,28,3.81,Classical,2018-05-03,2021-03-14,1388,1046,2
412,USA,4,7.31,3,7,2.44,Rock,2022-01-26,2024-02-28,307,763,0
413,Hungary,3,30.76,6,23,5.13,Classical,2018-01-02,2020-09-03,1580,975,2
414,USA,5,17.11,2,16,8.56,Rock,2020-03-17,2021-07-10,1270,480,2
415,France,5,4.14,1,4,4.14,Reggae,2022-04-10,2023-02-02,698,298,1
416,France,4,38.01,13,32,2.92,Easy Listening,2018-01-21,2020-10-29,1524,1012,2
417,USA,4,9.33,2,9,4.66,Latin,2022-08-04,2023-11-09,418,462,1
418,USA,4,22.04,9,22,2.45,Rock,2019-01-30,2021-05-10,1331,831,2
419,Czech Republic,4,77.03,20,68,3.85,R&B/Soul,2021-06-21,2024-03-21,285,1004,0
420,Netherlands,3,22.55,6,22,3.76,Reggae,2018-03-06,2020-09-04,1579,913,2
421,Canada,3,1.99,1,2,1.99,Metal,2018-05-25,2021-01-21,1440,972,2
422,USA,5,20.71,4,20,5.18,Metal,2020-03-05,2023-01-13,718,1044,1
423,Denmark,3,19.81,11,19,1.8,Rock,2019-10-07,2022-09-08,845,1067,2
424,Portugal,5,9.99,3,10,3.33,Pop,2020-09-23,2023-05-12,599,961,1
425,Canada,3,27.29,9,26,3.03,Reggae,2020-04-09,2023-03-05,667,1060,1
426,Italy,4,28.09,11,27,2.55,Latin,2018-01-17,2020-10-26,1527,1013,2
427,USA,5,38.62,10,37,3.86,Rock,2021-08-16,2024-01-13,353,880,0
428,USA,4,80.71,11,65,7.34,Jazz,2021-06-28,2024-06-05,209,1073,0
429,Finland,3,45.09,14,43,3.22,Rock,2020-05-21,2023-05-19,592,1093,1
430,USA,4,21.78,5,21,4.36,Rock,2022-05-30,2024-09-20,102,844,0
431,USA,3,12.63,5,12,2.53,Pop,2018-09-20,2020-10-25,1528,766,2
432,USA,3,14.68,5,14,2.94,Pop,2018-07-20,2020-01-23,1804,552,2
433,Brazil,5,38.06,7,31,5.44,Jazz,2021-04-01,2024-02-01,334,1036,0
434,France,4,22.09,10,21,2.21,Latin,2020-04-13,2023-03-27,645,1078,1
435,Germany,3,24.38,7,24,3.48,Rock,2018-03-19,2020-11-28,1494,985,2
436,USA,5,48.89,9,47,5.43,Hip Hop/Rap,2020-12-28,2023-08-20,499,965,1
437,Czech Republic,3,46.27,13,44,3.56,Rock,2020-08-05,2023-04-18,623,986,1
438,USA,4,20.31,7,19,2.9,Latin,2021-09-04,2024-06-26,188,1026,0
439,Canada,5,14.47,3,14,4.82,Latin,2021-10-12,2024-06-09,205,971,0
440,Brazil,4,6.05,1,6,6.05,Rock,2019-02-11,2021-05-04,1337,813,2
441,Italy,5,1.12,1,1,1.12,Rock,2022-09-27,2024-06-15,199,627,0
442,Portugal,5,5.14,1,5,5.14,Metal,2018-03-16,2021-03-13,1389,1093,2
443,Germany,5,51.51,17,49,3.03,Rock,2020-12-27,2023-09-05,483,982,1
444,USA,4,20.13,2,19,10.06,Metal,2020-02-15,2021-03-10,1392,389,2
445,France,5,7.19,2,7,3.6,Rock,2022-12-06,2024-09-11,111,645,0
446,Brazil,5,19.76,7,18,2.82,Easy Listening,2021-11-19,2024-04-08,267,871,0
447,Canada,3,12.23,6,10,2.04,Jazz,2020-11-29,2022-12-11,751,742,2
448,USA,5,14.79,3,12,4.93,Jazz,2023-03-19,2024-11-17,44,609,0
449,Brazil,4,49.57,15,48,3.3,Latin,2019-06-03,2022-04-11,995,1043,2
450,Canada,3,6.36,1,6,6.36,Latin,2023-05-16,2024-01-23,343,252,0
451,USA,3,10.58,3,10,3.53,Alternative & Punk,2020-03-15,2022-03-08,1029,723,2
452,USA,4,37.69,11,36,3.43,Rock,2017-10-27,2020-10-15,1538,1084,2
453,USA,5,11.47,6,11,1.91,Metal,2017-08-31,2020-01-07,1820,859,2
454,Germany,4,31.5,10,30,3.15,Rock,2020-07-08,2023-07-03,547,1090,1
455,Canada,5,46.52,14,46,3.32,Alternative & Punk,2020-09-14,2023-07-12,538,1031,1
456,Canada,5,27.28,4,26,6.82,Metal,2021-12-24,2024-12-15,16,1087,0
457,France,5,15.15,5,15,3.03,Alternative & Punk,2021-03-26,2024-02-19,316,1060,0
458,Denmark,3,39.23,11,38,3.57,Rock,2021-01-06,2023-12-02,395,1060,1
459,India,4,4.91,3,5,1.64,Rock,2020-09-06,2022-10-23,800,777,2
460,Portugal,4,43.46,11,41,3.95,Reggae,2018-12-19,2021-12-08,1119,1085,2
461,Hungary,3,14.1,4,14,3.53,Rock,2019-02-27,2022-02-13,1052,1082,2
462,Czech Republic,5,3.07,3,3,1.02,Latin,2021-10-10,2024-09-26,96,1082,0
463,Brazil,4,63.34,16,61,3.96,Rock,2019-05-18,2021-08-20,1229,825,2
464,Chile,3,67.67,16,60,4.23,Easy Listening,2019-08-25,2022-08-03,881,1074,2
465,Belgium,3,5.34,3,5,1.78,Rock,2018-03-02,2021-01-30,1431,1065,2
466,France,3,7.26,3,6,2.42,Jazz,2020-08-09,2021-10-18,1170,435,2
467,France,5,8.56,6,8,1.43,Rock,2021-10-23,2024-10-01,91,1074,0
468,Canada,5,46.02,15,44,3.07,Rock,2020-02-14,2023-01-31,700,1082,1
469,USA,3,17.01,5,15,3.4,Blues,2019-03-29,2021-08-25,1224,880,2
470,Canada,4,24.64,8,20,3.08,Jazz,2020-09-23,2023-08-24,495,1065,1
471,USA,4,3.11,2,3,1.56,Metal,2019-06-27,2020-07-20,1625,389,2
472,Netherlands,3,65.39,17,63,3.85,Rock,2021-06-23,2024-05-10,235,1052,0
473,USA,3,13.0,4,13,3.25,Latin,2018-09-27,2020-09-28,1555,732,2
474,India,5,21.58,4,21,5.4,Rock,2020-12-22,2023-10-03,455,1015,1
475,Portugal,4,3.78,1,3,3.78,Classical,2019-08-23,2022-08-21,863,1094,2
476,Austria,3,23.87,6,19,3.98,Jazz,2018-04-17,2021-01-17,1444,1006,2
477,Canada,3,55.16,17,52,3.24,Rock,2020-04-21,2023-03-18,654,1061,1
478,Germany,5,27.47,8,24,3.43,R&B/Soul,2020-01-10,2022-11-14,778,1039,2
479,Brazil,3,6.16,2,5,3.08,Jazz,2022-11-25,2024-09-10,112,655,0
480,Canada,4,13.83,4,13,3.46,Metal,2021-07-16,2023-08-10,509,755,1
481,USA,4,27.98,7,24,4.0,Blues,2018-07-27,2021-07-03,1277,1072,2
482,Italy,4,4.25,1,4,4.25,Rock,2021-03-29,2022-03-07,1030,343,2
483,Portugal,5,11.58,5,11,2.32,Rock,2021-07-21,2024-05-19,226,1033,0
484,Belgium,4,12.24,6,12,2.04,Rock,2018-05-21,2021-04-04,1367,1049,2
485,Canada,4,9.51,3,9,3.17,Rock,2018-10-07,2020-08-08,1606,671,2
486,France,3,16.01,7,14,2.29,R&B/Soul,2018-02-08,2020-02-02,1794,724,2
487,Germany,4,30.87,12,27,2.57,Blues,2018-01-27,2020-11-29,1493,1037,2
488,Canada,5,9.45,3,9,3.15,Alternative & Punk,2022-04-21,2023-08-18,501,484,1
489,USA,5,46.82,12,44,3.9,Rock,2019-06-12,2022-05-21,955,1074,2
490,Portugal,3,16.09,6,15,2.68,Rock,2019-04-09,2021-12-17,1110,983,2
491,USA,3,1.97,1,2,1.97,Latin,2020-12-27,2023-08-14,505,960,1
492,USA,5,26.28,12,25,2.19,Latin,2021-09-09,2024-01-31,335,874,0
493,Germany,4,42.08,13,40,3.24,Rock,2020-06-11,2023-03-28,644,1020,1
494,France,3,20.69,6,20,3.45,Rock,2018-12-16,2021-02-17,1413,794,2
495,Brazil,5,21.92,5,21,4.38,Alternative & Punk,2020-07-15,2022-11-13,779,851,2
496,France,3,28.09,6,27,4.68,Rock,2017-04-08,2020-03-26,1741,1083,2
497,Other,4,20.22,8,20,2.53,Rock,2019-12-22,2022-02-08,1057,779,2
498,Italy,3,49.49,16,48,3.09,Reggae,2017-05-15,2020-02-22,1774,1013,2
499,Netherlands,5,15.91,4,12,3.98,Classical,2018-10-08,2021-04-15,1356,920,2
500,Other,4,1.24,1,1,1.24,Jazz,2019-05-18,2020-06-21,1654,400,2
501,France,3,14.57,3,14,4.86,Rock,2020-09-23,2022-08-04,880,680,2
502,Portugal,5,3.05,1,3,3.05,Latin,2020-12-26,2022-05-29,947,519,2
503,Canada,3,49.3,10,43,4.93,Easy Listening,2020-12-09,2023-05-28,583,900,1
504,France,4,20.07,8,19,2.51,Alternative & Punk,2020-12-26,2023-08-01,518,948,1
505,Germany,5,37.18,11,35,3.38,Rock,2019-08-12,2022-07-02,913,1055,2
506,USA,4,7.31,3,7,2.44,Metal,2018-06-17,2021-06-16,1294,1095,2
507,Other,4,13.97,4,14,3.49,Hip Hop/Rap,2021-06-27,2022-06-15,930,353,2
508,Finland,5,63.16,20,51,3.16,Jazz,2018-09-08,2021-07-07,1273,1033,2
509,Other,3,48.87,15,48,3.26,Latin,2021-04-07,2024-03-21,285,1079,0
510,Brazil,3,15.19,4,13,3.8,Easy Listening,2022-07-01,2024-09-15,107,807,0
511,Finland,4,7.05,2,7,3.52,Rock,2021-07-16,2023-04-19,622,642,1
512,Belgium,3,20.2,10,18,2.02,Easy Listening,2021-04-01,2023-11-28,399,971,1
513,USA,5,6.73,3,6,2.24,Metal,2019-10-05,2021-05-27,1314,600,2
514,United Kingdom,4,39.54,13,38,3.04,Latin,2017-07-14,2020-04-12,1724,1003,2
515,United Kingdom,3,61.9,15,59,4.13,Latin,2017-06-14,2020-06-10,1665,1092,2
516,USA,5,13.29,6,13,2.22,Rock,2019-10-03,2022-07-05,910,1006,2
517,Czech Republic,3,25.56,12,25,2.13,Alternative & Punk,2021-09-02,2024-06-28,186,1030,0
518,Brazil,4,9.39,2,7,4.7,Classical,2021-03-12,2023-11-10,417,973,1
519,Austria,3,37.05,7,30,5.29,Jazz,2020-09-26,2023-08-11,508,1049,1
520,USA,5,18.39,9,18,2.04,Rock,2021-08-22,2024-06-10,204,1023,0
521,United Kingdom,5,17.32,4,14,4.33,Jazz,2021-10-20,2024-06-30,184,984,0
522,Belgium,5,49.06,13,47,3.77,Rock,2021-01-12,2023-08-06,513,936,1
523,USA,4,11.42,5,11,2.28,Rock,2020-02-29,2023-02-16,684,1083,1
524,USA,3,33.8,12,33,2.82,Pop,2019-06-29,2022-06-02,943,1069,2
525,Netherlands,5,34.31,6,33,5.72,Rock,2019-03-21,2021-12-10,1117,995,2
526,Portugal,3,37.18,9,30,4.13,Jazz,2017-10-21,2020-07-03,1642,986,2
527,Finland,5,9.34,4,7,2.34,Classical,2017-08-29,2020-06-26,1649,1032,2
528,Ireland,5,1.18,1,1,1.18,Rock,2019-11-17,2021-06-10,1300,571,2
529,India,5,26.85,5,26,5.37,Latin,2017-08-10,2020-06-29,1646,1054,2
530,Germany,4,26.5,9,25,2.94,Rock,2019-09-10,2022-07-06,909,1030,2
531,Canada,5,21.1,7,20,3.01,Rock,2022-03-11,2023-12-04,393,633,1
532,Portugal,3,52.1,13,46,4.01,Easy Listening,2021-04-14,2023-09-27,461,896,1
533,Canada,3,45.48,9,44,5.05,Alternative & Punk,2019-02-23,2021-03-29,1373,765,2
534,USA,5,13.55,3,13,4.52,Rock,2020-05-19,2021-06-05,1305,382,2
535,USA,5,19.19,7,18,2.74,Rock,2021-06-04,2024-04-14,261,1045,0
536,Germany,4,2.08,2,2,1.04,Alternative & Punk,2019-07-14,2021-09-30,1188,809,2
537,Canada,3,13.84,4,11,3.46,Jazz,2021-11-26,2024-06-20,194,937,0
538,Canada,3,3.42,2,3,1.71,Blues,2018-08-06,2021-01-05,1456,883,2
539,Germany,3,41.91,11,33,3.81,Jazz,2019-01-14,2021-12-23,1104,1074,2
540,Other,5,67.08,18,63,3.73,Rock,2021-07-01,2024-03-24,282,997,0
541,USA,3,11.35,4,11,2.84,Pop,2019-04-23,2021-06-23,1287,792,2
542,France,4,10.27,3,10,3.42,Hip Hop/Rap,2020-06-08,2022-08-01,883,784,2
543,United Kingdom,4,24.28,7,23,3.47,Latin,2019-11-10,2022-03-12,1025,853,2
544,USA,5,33.71,13,29,2.59,Blues,2021-07-27,2023-11-08,419,834,1
545,France,5,31.93,12,26,2.66,Jazz,2021-08-27,2024-06-21,193,1029,0
546,USA,4,18.02,6,16,3.0,R&B/Soul,2018-08-10,2020-10-06,1547,788,2
547,France,4,15.73,4,15,3.93,Alternative & Punk,2018-04-10,2021-04-07,1364,1093,2
548,United Kingdom,3,52.99,16,47,3.31,Blues,2019-06-18,2022-06-05,940,1083,2
549,Canada,5,14.99,6,12,2.5,Jazz,2021-08-19,2024-05-07,238,992,0
550,Portugal,5,12.25,5,12,2.45,Rock,2020-09-22,2023-05-20,591,970,1
551,Germany,5,14.56,4,14,3.64,Latin,2018-03-20,2021-01-18,1443,1035,2
552,Chile,4,20.14,5,16,4.03,Jazz,2020-09-28,2023-09-26,462,1093,1
553,Canada,5,16.09,5,14,3.22,Easy Listening,2020-11-26,2023-03-05,667,829,1
554,USA,4,6.22,2,6,3.11,Rock,2021-01-28,2023-11-01,426,1007,1
555,Belgium,4,62.65,17,61,3.69,Alternative & Punk,2017-12-25,2020-10-31,1522,1041,2
556,Portugal,5,5.58,2,5,2.79,Hip Hop/Rap,2020-10-27,2023-06-27,553,973,1
557,Finland,4,15.47,4,13,3.87,Jazz,2018-12-30,2021-02-19,1411,782,2
558,Austria,4,10.21,5,10,2.04,Rock,2020-06-20,2023-02-27,673,982,1
559,Netherlands,3,11.95,3,12,3.98,Reggae,2020-03-11,2022-05-09,967,789,2
560,France,4,57.58,12,55,4.8,Rock,2019-11-11,2022-06-22,923,954,2
561,Portugal,5,33.93,10,33,3.39,Metal,2020-10-08,2023-04-08,633,912,1
562,Brazil,3,25.29,9,25,2.81,Alternative & Punk,2019-03-19,2021-11-08,1149,965,2
563,France,5,20.22,6,18,3.37,Blues,2022-04-09,2024-06-28,186,811,0
564,USA,5,20.54,7,20,2.93,Rock,2020-11-26,2023-06-02,578,918,1
565,Portugal,4,5.23,1,5,5.23,Latin,2021-12-27,2022-01-17,1079,21,2
566,Norway,5,42.37,15,40,2.82,Rock,2017-08-02,2020-04-26,1710,998,2
567,Hungary,5,3.05,1,3,3.05,Latin,2021-10-19,2022-08-18,866,303,2
568,USA,5,8.4,4,8,2.1,Alternative & Punk,2021-05-23,2024-05-20,225,1093,0
569,India,3,38.0,11,36,3.45,Rock,2017-08-01,2020-07-23,1622,1087,2
570,USA,5,18.83,9,15,2.09,Jazz,2022-05-27,2024-07-18,166,783,0
571,Portugal,4,10.36,5,10,2.07,Rock,2018-04-12,2021-01-23,1438,1017,2
572,USA,5,9.98,5,10,2.0,Reggae,2018-07-08,2020-11-10,1512,856,2
573,Ireland,4,13.48,6,13,2.25,Pop,2018-12-21,2021-03-23,1379,823,2
574,Brazil,5,48.75,13,47,3.75,Alternative & Punk,2018-11-28,2021-11-26,1131,1094,2
575,USA,4,45.56,14,44,3.25,Rock,2021-07-21,2024-07-14,170,1089,0
576,Italy,3,44.56,12,42,3.71,Metal,2019-05-08,2022-05-05,971,1093,2
577,Czech Republic,5,23.26,7,20,3.32,Blues,2017-05-07,2020-02-10,1786,1009,2
578,Brazil,5,2.03,1,2,2.03,Rock,2019-09-19,2021-09-04,1214,716,2
579,Portugal,5,1.1,1,1,1.1,Easy Listening,2018-08-27,2020-11-04,1518,800,2
580,Portugal,5,1.37,1,1,1.37,Classical,2021-03-14,2022-02-26,1039,349,2
581,Canada,3,9.49,3,7,3.16,Classical,2019-04-21,2021-10-24,1164,917,2
582,United Kingdom,4,11.26,5,11,2.25,Rock,2021-08-23,2024-02-20,315,911,0
583,Belgium,5,18.83,5,18,3.77,Latin,2021-01-08,2023-10-24,434,1019,1
584,USA,3,6.36,5,6,1.27,Rock,2021-07-22,2024-06-10,204,1054,0
585,USA,5,28.16,10,27,2.82,Latin,2020-05-18,2023-05-17,594,1094,1
586,France,5,14.95,5,14,2.99,Alternative & Punk,2019-10-28,2021-12-29,1098,793,2
587,Brazil,5,22.02,10,21,2.2,Rock,2022-02-09,2024-07-03,181,875,0
588,Brazil,4,23.66,7,23,3.38,Rock,2022-06-13,2024-04-22,253,679,0
589,USA,5,5.11,3,5,1.7,Rock,2018-02-08,2020-04-25,1711,807,2
590,Belgium,5,11.31,4,11,2.83,Rock,2018-01-11,2020-10-20,1533,1013,2
591,Portugal,5,22.36,12,22,1.86,Rock,2022-01-01,2024-10-25,67,1028,0
592,Austria,3,15.41,5,15,3.08,Alternative & Punk,2019-08-04,2021-06-16,1294,682,2
593,Brazil,5,39.46,11,38,3.59,Rock,2017-09-10,2020-05-19,1687,982,2
594,USA,3,17.88,4,17,4.47,Rock,2020-04-18,2022-12-26,736,982,2
595,Finland,5,25.78,6,21,4.3,Jazz,2019-10-26,2022-07-26,889,1004,2
596,Finland,4,28.49,8,27,3.56,Latin,2021-03-30,2024-03-17,289,1083,0
597,Germany,3,32.93,10,29,3.29,R&B/Soul,2019-11-15,2022-06-30,915,958,2
598,Brazil,3,2.49,2,2,1.25,Classical,2021-12-25,2024-10-18,74,1028,0
599,Hungary,5,16.81,5,16,3.36,Rock,2019-08-11,2022-08-02,882,1087,2
600,Other,4,75.43,18,66,4.19,R&B/Soul,2017-10-10,2020-07-04,1641,998,2
601,USA,5,23.8,8,22,2.97,Rock,2020-02-26,2023-01-03,728,1042,1
602,Brazil,3,65.05,20,63,3.25,Metal,2019-12-22,2022-11-04,788,1048,2
603,Brazil,3,10.01,2,10,5.0,Alternative & Punk,2018-12-08,2021-01-29,1432,783,2
